"165749","693","1446174218","40.878669","-73.8348901", Work
"165749","693","1446174228","40.8786864","-73.8349135", Work
"165749","693","1446174291","40.8786864","-73.8349135", Work
"165749","693","1446174347","40.8786864","-73.8349135", Work
"165749","693","1446174408","40.878708","-73.8349208", Work
"165749","693","1446174471","40.878708","-73.8349208", Work
"165749","693","1446174531","40.878708","-73.8349208", Work
"165749","693","1446174592","40.878695","-73.8349121", Work
"165749","693","1446174649","40.878695","-73.8349121", Work
"165749","693","1446174708","40.8786946","-73.83492", Work
"165749","693","1446174769","40.8786946","-73.83492", Work
"165749","693","1446174831","40.8786946","-73.83492", Work
"165749","693","1446174890","40.8786946","-73.83492", Work
"165749","693","1446174950","40.878707","-73.8349602", Work
"165749","693","1446175110","40.8786954","-73.8349001", Work
"165749","693","1446175129","40.8786954","-73.8349001", Work
"165749","693","1446175191","40.8786954","-73.8349001", Work
"165749","693","1446176030","40.878678","-73.8349117", Work
"124918","688","1446156005","41.0229487","-73.7191976", Commuting
"124918","688","1446156006","41.0229487","-73.7191976", Commuting
"124918","688","1446156017","41.0229487","-73.7191976", Commuting
"124918","688","1446156020","41.0229487","-73.7191976", Commuting
"124918","688","1446156025","41.0229487","-73.7191976", Commuting
"124918","688","1446156035","41.0229487","-73.7191976", Commuting
"124918","688","1446156041","41.0229487","-73.7191976", Commuting
"124918","688","1446156043","41.0229487","-73.7191976", Commuting
"124918","688","1446156049","41.0229487","-73.7191976", Commuting
"124918","688","1446156285","41.0229487","-73.7191976", Commuting
"124918","688","1446156290","41.0229487","-73.7191976", Commuting
"124918","688","1446156411","41.0229487","-73.7191976", Commuting
"124918","688","1446156413","41.0229487","-73.7191976", Commuting
"124918","688","1446156449","41.0229487","-73.7191976", Commuting
"124918","688","1446156451","41.0229487","-73.7191976", Commuting
"124918","688","1446156464","41.0229487","-73.7191976", Commuting
"124918","688","1446156497","41.0229487","-73.7191976", Commuting
"124918","688","1446156503","41.0229487","-73.7191976", Commuting
"124918","688","1446156552","41.0229487","-73.7191976", Commuting
"124918","688","1446156578","41.0229487","-73.7191976", Commuting
"124918","688","1446156583","41.0229487","-73.7191976", Commuting
"124918","688","1446156884","41.0229487","-73.7191976", Commuting
"124918","688","1446156885","41.0229487","-73.7191976", Commuting
"124918","688","1446156903","41.0229487","-73.7191976", Commuting
"124918","688","1446156904","41.0229487","-73.7191976", Commuting
"124918","688","1446156933","41.0229487","-73.7191976", Commuting
"124918","688","1446156938","41.0229487","-73.7191976", Commuting
"124918","688","1446157022","41.0229487","-73.7191976", Commuting
"124918","688","1446157190","41.0229487","-73.7191976", Commuting
"124918","688","1446157486","41.0229487","-73.7191976", Commuting
"124918","688","1446157493","41.0229487","-73.7191976", Commuting
"124918","688","1446157500","41.0229487","-73.7191976", Commuting
"124918","688","1446157506","41.0229487","-73.7191976", Commuting
"124918","688","1446157623","41.0229487","-73.7191976", Commuting
"124918","688","1446157630","41.0229487","-73.7191976", Commuting
"124918","688","1446157631","41.0229487","-73.7191976", Commuting
"124918","688","1446157689","41.0229487","-73.7191976", Commuting
"124918","688","1446157690","41.0229487","-73.7191976", Commuting
"124918","688","1446157708","41.0229487","-73.7191976", Commuting
"124918","688","1446157710","41.0229487","-73.7191976", Commuting
